Team,TeamURL
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/1984.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/1984.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/1984.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/1984.html
Utah Jazz,https://www.basketball-reference.com/teams/UTA/1984.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/1984.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/1984.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/1984.html
San Diego Clippers,https://www.basketball-reference.com/teams/SDC/1984.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/1984.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/1984.html
Kansas City Kings,https://www.basketball-reference.com/teams/KCK/1984.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/1984.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/1984.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/1984.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/1984.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/1984.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/1984.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/1984.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/1984.html
Washington Bullets,https://www.basketball-reference.com/teams/WSB/1984.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/1984.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/1984.html
